product_id,date,store_id,current_stock,daily_demand,lead_time_days,supplier_reliability_score,promotion_active,weather_impact,stockout_risk
P2382,2027-10-14,S19,452,11,13,78,No,High,No
P2383,2027-10-15,S3,282,54,6,85,Yes,Medium,Yes
P2384,2027-10-16,S8,335,52,1,96,No,Medium,No
P2385,2027-10-17,S2,389,88,3,86,No,Medium,No
P2386,2027-10-18,S8,487,95,11,89,No,Medium,No
P2387,2027-10-19,S13,12,10,6,89,No,Medium,No
P2388,2027-10-20,S13,239,95,3,62,Yes,High,No
P2389,2027-10-21,S1,319,13,8,66,Yes,Medium,No
P2390,2027-10-22,S6,445,113,5,68,No,High,No
P2391,2027-10-23,S19,482,61,2,72,Yes,Low,No
P2392,2027-10-24,S16,146,35,4,74,No,High,No
P2393,2027-10-25,S8,203,25,9,64,No,Medium,No
P2394,2027-10-26,S1,79,94,4,88,Yes,Low,No
P2395,2027-10-27,S16,378,44,10,94,Yes,High,No
P2396,2027-10-28,S9,42,116,10,86,No,High,No
P2397,2027-10-29,S13,457,49,8,86,No,High,Yes
P2398,2027-10-30,S11,88,81,5,67,Yes,Medium,No
P2399,2027-10-31,S13,147,53,11,91,No,Medium,No
P2400,2027-11-01,S10,94,91,11,79,No,High,No
P2401,2027-11-02,S4,451,24,10,69,No,High,No
P2402,2027-11-03,S6,427,105,13,72,Yes,Low,No
P2403,2027-11-04,S7,150,96,13,88,Yes,Medium,No
P2404,2027-11-05,S5,1,21,14,94,No,Medium,No
P2405,2027-11-06,S11,375,32,1,67,No,Low,No
P2406,2027-11-07,S13,21,45,7,88,No,High,No
P2407,2027-11-08,S19,370,70,3,90,No,High,No
P2408,2027-11-09,S10,312,29,10,89,No,Low,No
P2409,2027-11-10,S10,484,62,8,81,Yes,High,Yes
P2410,2027-11-11,S11,327,118,14,80,No,High,No
P2411,2027-11-12,S7,6,45,12,71,No,Low,No
P2412,2027-11-13,S18,205,10,3,70,No,Low,No
P2413,2027-11-14,S4,439,79,1,61,Yes,Low,No
P2414,2027-11-15,S2,374,42,5,61,No,High,Yes
P2415,2027-11-16,S14,450,10,2,93,Yes,Low,No
P2416,2027-11-17,S13,113,49,11,62,Yes,High,No
P2417,2027-11-18,S12,271,79,4,75,No,Medium,No
P2418,2027-11-19,S7,82,18,1,63,No,Medium,Yes
P2419,2027-11-20,S2,178,70,9,82,No,Low,Yes
P2420,2027-11-21,S13,209,44,6,79,No,High,Yes
P2421,2027-11-22,S14,499,7,8,84,Yes,High,No
P2422,2027-11-23,S17,463,103,11,89,Yes,High,No
P2423,2027-11-24,S9,327,101,4,77,Yes,Low,Yes
P2424,2027-11-25,S17,123,28,9,70,Yes,High,Yes
P2425,2027-11-26,S8,480,23,2,88,No,High,No
P2426,2027-11-27,S2,112,22,9,76,No,High,No
P2427,2027-11-28,S13,11,68,12,85,No,Medium,No
P2428,2027-11-29,S3,125,117,5,82,Yes,High,No
P2429,2027-11-30,S16,52,92,13,79,No,Medium,No
P2430,2027-12-01,S6,330,113,6,61,No,High,No
P2431,2027-12-02,S19,388,39,3,83,No,High,No
P2432,2027-12-03,S7,282,66,4,90,Yes,High,No
P2433,2027-12-04,S10,139,5,6,86,No,Medium,Yes
P2434,2027-12-05,S9,400,104,7,61,Yes,High,Yes
P2435,2027-12-06,S2,389,29,1,73,No,Low,Yes
P2436,2027-12-07,S15,96,49,7,63,No,High,No
P2437,2027-12-08,S5,4,53,1,72,Yes,Medium,Yes
P2438,2027-12-09,S4,56,111,5,95,No,Medium,Yes
P2439,2027-12-10,S20,411,102,6,94,Yes,Low,No
P2440,2027-12-11,S4,333,93,13,67,Yes,Low,No
P2441,2027-12-12,S18,68,20,2,61,Yes,Low,Yes
P2442,2027-12-13,S4,117,102,13,65,No,Medium,No
P2443,2027-12-14,S17,375,97,10,90,No,High,Yes
P2444,2027-12-15,S12,58,23,9,69,No,High,No
P2445,2027-12-16,S17,32,27,14,80,No,Low,No
P2446,2027-12-17,S10,317,87,10,69,No,Low,No
P2447,2027-12-18,S1,49,29,6,82,No,High,No
P2448,2027-12-19,S18,367,20,7,62,Yes,Low,No
P2449,2027-12-20,S18,488,58,14,91,Yes,High,Yes
P2450,2027-12-21,S14,18,119,10,79,Yes,High,No
P2451,2027-12-22,S15,213,77,8,69,No,High,Yes
P2452,2027-12-23,S12,196,5,11,88,Yes,High,No
P2453,2027-12-24,S4,378,46,13,93,Yes,Medium,No
P2454,2027-12-25,S3,449,23,10,96,Yes,High,No
P2455,2027-12-26,S20,477,101,1,79,No,Low,No
P2456,2027-12-27,S12,46,38,14,67,No,Low,No
P2457,2027-12-28,S7,166,84,8,66,No,Low,No
P2458,2027-12-29,S11,451,112,4,65,Yes,Low,No
P2459,2027-12-30,S1,288,108,10,70,Yes,Medium,Yes
P2460,2027-12-31,S6,140,59,8,77,No,High,No
P2461,2028-01-01,S15,83,22,13,88,No,High,Yes
P2462,2028-01-02,S15,181,38,6,84,Yes,Low,No
P2463,2028-01-03,S19,390,93,11,80,No,Low,No
P2464,2028-01-04,S11,78,49,9,62,No,Low,No
P2465,2028-01-05,S2,214,10,11,77,Yes,High,No
P2466,2028-01-06,S14,13,25,4,83,Yes,Medium,No
P2467,2028-01-07,S2,214,74,2,97,Yes,Medium,No
P2468,2028-01-08,S4,402,100,14,69,No,Medium,No
P2469,2028-01-09,S17,127,109,2,86,No,Medium,No
P2470,2028-01-10,S3,309,52,5,71,No,Low,No
P2471,2028-01-11,S13,476,111,10,66,No,High,No
P2472,2028-01-12,S9,247,43,9,76,No,Low,No
P2473,2028-01-13,S7,403,35,12,60,No,Medium,No
P2474,2028-01-14,S15,28,110,3,85,Yes,Low,No
P2475,2028-01-15,S11,279,14,8,74,Yes,Medium,No
P2476,2028-01-16,S20,337,34,4,92,Yes,High,No
P2477,2028-01-17,S2,318,22,6,96,No,Medium,No
P2478,2028-01-18,S15,201,64,10,90,Yes,Low,No
P2479,2028-01-19,S14,360,92,6,94,No,High,Yes
P2480,2028-01-20,S20,56,77,3,60,Yes,Medium,No
P2481,2028-01-21,S11,391,99,14,67,No,Medium,No
P2482,2028-01-22,S3,217,19,5,71,Yes,High,No
P2483,2028-01-23,S17,61,8,12,78,Yes,Low,Yes
P2484,2028-01-24,S12,156,67,3,84,No,High,No
P2485,2028-01-25,S15,201,44,11,91,No,Low,No
P2486,2028-01-26,S16,16,13,11,71,No,Medium,No
P2487,2028-01-27,S5,321,113,1,72,Yes,Medium,No
P2488,2028-01-28,S20,5,13,7,87,Yes,High,No
P2489,2028-01-29,S6,57,30,4,60,No,Medium,No
P2490,2028-01-30,S19,324,8,14,65,No,High,No
P2491,2028-01-31,S5,411,85,7,67,Yes,Medium,No
P2492,2028-02-01,S3,317,20,3,63,No,Medium,No
P2493,2028-02-02,S1,168,19,12,64,No,Low,Yes
P2494,2028-02-03,S6,452,103,11,84,No,High,No
P2495,2028-02-04,S15,81,56,5,81,No,High,No
P2496,2028-02-05,S2,473,73,5,87,Yes,Medium,No
P2497,2028-02-06,S3,467,9,13,98,No,Low,No
P2498,2028-02-07,S17,424,24,2,82,No,Low,No
P2499,2028-02-08,S12,432,83,11,63,No,High,Yes
P2500,2028-02-09,S18,218,22,10,63,Yes,High,Yes
P2501,2028-02-10,S15,176,115,12,80,Yes,Medium,No
P2502,2028-02-11,S12,203,6,2,96,No,High,No
P2503,2028-02-12,S16,70,97,4,61,Yes,Medium,No
P2504,2028-02-13,S8,386,17,4,66,No,Low,No
P2505,2028-02-14,S14,265,8,4,75,Yes,High,No
P2506,2028-02-15,S17,97,46,6,76,No,Low,No
P2507,2028-02-16,S8,344,113,2,79,Yes,Low,Yes
P2508,2028-02-17,S15,290,78,6,82,No,Medium,No
P2509,2028-02-18,S14,207,65,7,93,No,Low,No
P2510,2028-02-19,S18,1,99,11,70,No,Medium,Yes
P2511,2028-02-20,S20,123,109,10,93,No,Medium,No
P2512,2028-02-21,S7,279,12,3,92,Yes,Low,Yes
P2513,2028-02-22,S3,73,71,11,85,No,Low,No
P2514,2028-02-23,S12,165,116,12,61,No,Medium,No
P2515,2028-02-24,S3,21,67,8,82,No,Medium,No
P2516,2028-02-25,S20,153,114,2,81,No,Low,No
P2517,2028-02-26,S14,426,13,11,93,No,Medium,No
P2518,2028-02-27,S15,438,98,8,74,No,Medium,Yes
P2519,2028-02-28,S14,294,15,13,69,Yes,High,No
P2520,2028-02-29,S7,218,103,11,74,No,High,No
P2521,2028-03-01,S17,156,105,5,88,No,High,No
P2522,2028-03-02,S12,494,46,2,82,Yes,High,No
P2523,2028-03-03,S20,229,17,7,76,No,High,No
P2524,2028-03-04,S4,19,40,14,68,Yes,Medium,No
P2525,2028-03-05,S9,474,17,2,95,No,Medium,No
P2526,2028-03-06,S6,40,16,14,68,No,High,No
P2527,2028-03-07,S16,437,41,6,75,No,Low,No
P2528,2028-03-08,S2,147,78,10,95,No,High,Yes
P2529,2028-03-09,S8,107,77,3,92,No,Low,No
P2530,2028-03-10,S11,402,56,9,90,No,Medium,Yes
P2531,2028-03-11,S13,83,75,3,65,Yes,Low,No
P2532,2028-03-12,S17,482,6,11,69,No,Medium,No
P2533,2028-03-13,S8,366,60,12,75,No,Low,No
P2534,2028-03-14,S18,321,64,12,63,No,Medium,No
P2535,2028-03-15,S18,413,27,3,81,Yes,Medium,No
P2536,2028-03-16,S14,308,107,5,72,No,High,No
P2537,2028-03-17,S15,289,44,7,75,Yes,Medium,No
P2538,2028-03-18,S6,405,68,14,88,No,High,Yes
P2539,2028-03-19,S11,322,107,8,65,No,High,No
P2540,2028-03-20,S13,133,89,12,85,No,High,No
P2541,2028-03-21,S1,206,27,11,70,No,Low,No
P2542,2028-03-22,S6,282,33,7,83,No,Low,No
P2543,2028-03-23,S9,265,82,9,88,No,Medium,No
P2544,2028-03-24,S8,72,94,5,62,No,High,No
P2545,2028-03-25,S11,480,55,10,69,No,High,Yes
P2546,2028-03-26,S19,351,73,11,60,Yes,Medium,No
P2547,2028-03-27,S9,47,99,3,85,Yes,High,No
P2548,2028-03-28,S17,325,93,6,71,No,Medium,No
P2549,2028-03-29,S12,232,35,5,73,No,High,No
P2550,2028-03-30,S14,442,54,12,84,Yes,Low,Yes
P2551,2028-03-31,S15,99,24,4,67,No,Medium,No
P2552,2028-04-01,S16,58,112,12,63,Yes,Medium,No
P2553,2028-04-02,S20,257,59,2,87,Yes,Low,No
P2554,2028-04-03,S1,412,85,7,66,No,Medium,No
P2555,2028-04-04,S10,451,113,13,69,No,Low,No
P2556,2028-04-05,S8,64,6,5,95,No,High,Yes
P2557,2028-04-06,S18,82,29,4,61,No,Low,No
P2558,2028-04-07,S1,153,17,12,85,No,Low,No
P2559,2028-04-08,S2,472,107,14,73,No,Medium,Yes
P2560,2028-04-09,S1,265,96,8,75,Yes,High,No
P2561,2028-04-10,S1,308,110,9,76,No,Low,No
P2562,2028-04-11,S9,78,74,9,81,Yes,High,No
P2563,2028-04-12,S13,314,71,3,63,No,Low,No
P2564,2028-04-13,S1,149,62,3,78,Yes,Medium,No
P2565,2028-04-14,S13,434,103,5,61,No,Low,Yes
P2566,2028-04-15,S20,47,86,5,98,Yes,Low,No
P2567,2028-04-16,S7,404,79,10,68,No,High,No
P2568,2028-04-17,S2,378,88,2,78,Yes,Low,No
P2569,2028-04-18,S6,247,68,1,75,No,Medium,No
P2570,2028-04-19,S7,277,73,8,84,Yes,Medium,Yes
P2571,2028-04-20,S14,355,87,3,77,Yes,Low,No
P2572,2028-04-21,S18,97,90,1,82,Yes,Low,No
P2573,2028-04-22,S15,413,63,1,80,No,High,No
P2574,2028-04-23,S2,24,64,11,70,No,High,No
P2575,2028-04-24,S10,492,87,2,98,Yes,Medium,Yes
P2576,2028-04-25,S12,283,115,6,63,Yes,High,Yes
P2577,2028-04-26,S17,448,66,6,84,No,Low,Yes
P2578,2028-04-27,S8,368,20,14,91,Yes,Medium,No
P2579,2028-04-28,S11,300,92,3,89,Yes,High,Yes
P2580,2028-04-29,S3,67,109,12,85,Yes,Medium,Yes
P2581,2028-04-30,S6,6,72,4,95,Yes,Low,No
P2582,2028-05-01,S9,304,19,12,93,Yes,High,No
P2583,2028-05-02,S6,136,93,13,68,Yes,Low,No
P2584,2028-05-03,S9,163,112,2,71,No,Low,Yes
P2585,2028-05-04,S7,82,59,2,61,No,Medium,No
P2586,2028-05-05,S9,384,39,7,97,Yes,Medium,Yes
P2587,2028-05-06,S18,137,59,13,64,No,Medium,No
P2588,2028-05-07,S12,419,18,1,64,Yes,High,No
P2589,2028-05-08,S8,72,53,7,81,No,High,No
P2590,2028-05-09,S8,236,87,14,64,Yes,Medium,Yes
P2591,2028-05-10,S18,45,106,12,63,No,High,No
P2592,2028-05-11,S20,105,104,14,68,Yes,High,No
P2593,2028-05-12,S15,415,11,12,88,No,Medium,No
P2594,2028-05-13,S7,287,34,14,81,Yes,Low,No
P2595,2028-05-14,S11,261,87,1,86,No,High,No
P2596,2028-05-15,S20,175,53,14,69,No,High,No
P2597,2028-05-16,S16,165,93,6,75,No,Low,No
P2598,2028-05-17,S4,144,20,3,69,No,Low,No
P2599,2028-05-18,S6,329,115,8,65,No,Low,No
P2600,2028-05-19,S3,369,108,6,64,Yes,Medium,No
P2601,2028-05-20,S9,282,55,11,65,Yes,Low,Yes
P2602,2028-05-21,S10,53,76,2,84,No,Medium,No
P2603,2028-05-22,S14,177,86,8,63,Yes,Low,Yes
P2604,2028-05-23,S11,418,96,5,99,No,Low,No
P2605,2028-05-24,S18,243,84,8,91,Yes,Medium,No
P2606,2028-05-25,S12,340,87,8,94,No,Medium,No
P2607,2028-05-26,S12,126,46,6,69,No,Low,No
P2608,2028-05-27,S13,408,21,2,93,No,Low,No
P2609,2028-05-28,S13,411,67,8,95,No,Low,No
P2610,2028-05-29,S19,366,49,11,65,Yes,High,No
P2611,2028-05-30,S19,270,81,6,75,No,Low,No
P2612,2028-05-31,S14,131,11,6,78,Yes,Medium,Yes
P2613,2028-06-01,S4,92,31,8,93,No,High,No
P2614,2028-06-02,S13,378,14,1,84,No,Medium,No
P2615,2028-06-03,S8,72,38,2,90,No,High,No
P2616,2028-06-04,S19,410,40,12,76,No,High,No
P2617,2028-06-05,S12,409,29,12,89,Yes,Medium,No
P2618,2028-06-06,S18,402,10,9,98,No,High,No
P2619,2028-06-07,S6,247,28,11,90,No,Medium,No
P2620,2028-06-08,S18,347,22,12,78,No,Low,No
P2621,2028-06-09,S19,272,91,8,94,Yes,High,Yes
P2622,2028-06-10,S5,42,10,12,88,No,Medium,No
P2623,2028-06-11,S9,376,33,7,60,Yes,High,No
P2624,2028-06-12,S3,40,29,7,63,No,Medium,No
P2625,2028-06-13,S10,169,59,5,87,Yes,Low,No
P2626,2028-06-14,S19,433,85,2,77,No,Low,Yes
P2627,2028-06-15,S3,211,50,11,85,Yes,High,No
P2628,2028-06-16,S15,492,28,6,99,No,High,No
P2629,2028-06-17,S1,167,79,10,78,Yes,Medium,Yes
P2630,2028-06-18,S7,38,30,3,65,No,Medium,No
P2631,2028-06-19,S12,368,119,4,60,Yes,High,No
P2632,2028-06-20,S17,244,102,13,67,No,Medium,No
P2633,2028-06-21,S20,150,32,10,92,Yes,Medium,Yes
P2634,2028-06-22,S5,110,7,12,80,No,Medium,Yes
P2635,2028-06-23,S4,479,79,11,83,Yes,High,No
P2636,2028-06-24,S12,435,42,2,84,Yes,Low,No
P2637,2028-06-25,S20,46,65,14,78,No,Low,No
P2638,2028-06-26,S18,62,82,2,88,Yes,Medium,Yes
P2639,2028-06-27,S17,224,55,12,69,Yes,High,No
P2640,2028-06-28,S19,365,94,8,71,No,Medium,No
P2641,2028-06-29,S9,68,52,8,92,No,Low,Yes
P2642,2028-06-30,S4,298,25,10,66,No,Medium,No
P2643,2028-07-01,S2,431,58,6,76,Yes,Low,No
P2644,2028-07-02,S4,289,60,13,69,Yes,High,Yes
P2645,2028-07-03,S2,295,107,5,90,No,Medium,Yes
P2646,2028-07-04,S15,202,98,8,65,Yes,High,No
P2647,2028-07-05,S2,60,63,4,76,No,Medium,Yes
P2648,2028-07-06,S4,433,76,11,96,Yes,Medium,Yes
P2649,2028-07-07,S6,450,55,4,77,No,Medium,No
P2650,2028-07-08,S7,317,24,5,85,No,Medium,Yes
P2651,2028-07-09,S10,313,116,1,75,No,Medium,No
P2652,2028-07-10,S19,160,100,1,67,Yes,High,Yes
P2653,2028-07-11,S19,330,90,2,83,No,High,No
P2654,2028-07-12,S12,15,63,14,72,Yes,Low,No
P2655,2028-07-13,S3,337,75,8,88,No,Medium,No
P2656,2028-07-14,S13,93,13,7,91,No,Low,No
P2657,2028-07-15,S18,303,113,10,83,Yes,High,Yes
P2658,2028-07-16,S8,137,5,9,75,No,Low,No
P2659,2028-07-17,S15,337,33,5,70,No,High,Yes
P2660,2028-07-18,S1,37,67,2,91,Yes,Medium,Yes
P2661,2028-07-19,S3,126,76,7,65,No,Low,No
P2662,2028-07-20,S8,274,60,8,94,Yes,Low,No
P2663,2028-07-21,S4,163,72,12,92,No,Low,No
P2664,2028-07-22,S16,442,39,7,77,No,Low,Yes
P2665,2028-07-23,S10,318,7,14,96,No,Medium,No
P2666,2028-07-24,S12,76,113,7,72,Yes,High,Yes
P2667,2028-07-25,S14,173,108,12,69,No,High,No
P2668,2028-07-26,S14,386,11,14,96,No,Medium,No
P2669,2028-07-27,S2,457,31,5,85,No,High,No
P2670,2028-07-28,S5,357,5,2,76,No,Low,No
P2671,2028-07-29,S5,320,95,6,60,No,Medium,No
P2672,2028-07-30,S6,375,84,4,84,No,High,No
P2673,2028-07-31,S13,90,106,10,93,No,Medium,No
P2674,2028-08-01,S9,237,75,2,98,Yes,Medium,No
P2675,2028-08-02,S15,263,48,12,69,No,High,No
P2676,2028-08-03,S14,178,91,9,79,Yes,High,No
P2677,2028-08-04,S7,493,45,7,66,Yes,Medium,No
P2678,2028-08-05,S20,489,79,6,75,No,Medium,Yes
P2679,2028-08-06,S2,208,46,12,96,No,High,No
P2680,2028-08-07,S7,72,37,5,88,No,Medium,No
P2681,2028-08-08,S6,389,54,3,71,No,High,No
P2682,2028-08-09,S17,106,67,12,76,No,Medium,Yes
P2683,2028-08-10,S2,344,104,10,79,No,Medium,Yes
P2684,2028-08-11,S3,294,41,10,85,No,Medium,No
P2685,2028-08-12,S5,368,109,4,78,Yes,High,No
P2686,2028-08-13,S5,443,63,3,71,Yes,Low,No
P2687,2028-08-14,S1,283,85,12,80,Yes,High,Yes
P2688,2028-08-15,S8,352,103,11,93,No,Medium,No
P2689,2028-08-16,S12,181,52,8,66,No,Low,Yes
P2690,2028-08-17,S4,36,9,3,94,Yes,Low,Yes
P2691,2028-08-18,S13,136,52,7,74,No,Medium,Yes
P2692,2028-08-19,S15,337,100,7,60,Yes,High,No
P2693,2028-08-20,S11,55,7,7,85,Yes,Low,No
P2694,2028-08-21,S10,186,51,13,94,No,Low,No
P2695,2028-08-22,S3,340,66,7,84,No,High,No
P2696,2028-08-23,S14,257,103,14,74,Yes,High,No
P2697,2028-08-24,S16,444,18,2,81,No,Low,No
P2698,2028-08-25,S10,57,67,10,65,No,High,No
P2699,2028-08-26,S10,362,116,3,74,No,Low,No
P2700,2028-08-27,S12,122,65,10,83,Yes,Medium,No
P2701,2028-08-28,S9,187,35,9,80,No,High,No
P2702,2028-08-29,S1,229,99,3,66,Yes,Low,No
P2703,2028-08-30,S5,167,21,2,88,No,High,No
P2704,2028-08-31,S20,419,28,9,91,No,High,No
P2705,2028-09-01,S8,113,27,13,91,No,Low,Yes
P2706,2028-09-02,S11,251,86,10,64,Yes,Medium,No
P2707,2028-09-03,S12,106,54,9,63,Yes,Low,No
P2708,2028-09-04,S1,36,82,4,81,Yes,High,Yes
P2709,2028-09-05,S20,334,118,14,77,No,Low,No
P2710,2028-09-06,S11,91,83,12,94,Yes,High,No
P2711,2028-09-07,S5,17,83,9,76,Yes,Low,No
P2712,2028-09-08,S15,353,74,3,83,No,Medium,No
P2713,2028-09-09,S5,62,31,7,61,No,Medium,No
P2714,2028-09-10,S12,149,19,7,72,No,Medium,Yes
P2715,2028-09-11,S5,138,54,11,74,Yes,Medium,No
P2716,2028-09-12,S17,185,40,8,64,No,Low,Yes
P2717,2028-09-13,S17,184,12,10,62,No,Medium,Yes
P2718,2028-09-14,S12,204,83,4,96,No,Low,Yes
P2719,2028-09-15,S15,259,7,3,96,Yes,High,Yes
P2720,2028-09-16,S15,213,66,3,96,No,High,No
P2721,2028-09-17,S6,255,51,12,62,No,High,No
P2722,2028-09-18,S12,134,81,5,94,No,Medium,No
P2723,2028-09-19,S20,60,109,11,82,No,Medium,No
P2724,2028-09-20,S18,362,102,14,87,Yes,Medium,No
P2725,2028-09-21,S14,309,92,1,89,Yes,High,No
P2726,2028-09-22,S2,87,108,10,77,No,High,No
P2727,2028-09-23,S9,323,100,3,95,No,High,No
P2728,2028-09-24,S5,475,65,14,92,No,High,No
P2729,2028-09-25,S20,206,36,6,85,No,Low,Yes
P2730,2028-09-26,S1,128,98,3,99,No,Low,No
P2731,2028-09-27,S3,310,117,5,76,No,Medium,No
P2732,2028-09-28,S6,2,17,9,99,Yes,Medium,No
P2733,2028-09-29,S5,461,5,2,66,No,High,No
P2734,2028-09-30,S5,421,38,11,67,Yes,Low,Yes
P2735,2028-10-01,S1,241,66,2,90,Yes,Low,Yes
P2736,2028-10-02,S17,120,83,12,71,No,Medium,No
P2737,2028-10-03,S19,384,112,6,90,No,Low,No
P2738,2028-10-04,S14,101,82,6,78,No,Medium,No
P2739,2028-10-05,S12,37,97,11,69,No,High,No
P2740,2028-10-06,S10,340,102,11,98,No,High,Yes
P2741,2028-10-07,S20,495,86,8,71,Yes,Medium,No
P2742,2028-10-08,S18,412,75,12,79,No,High,No
P2743,2028-10-09,S11,132,97,13,96,No,High,No
P2744,2028-10-10,S2,496,35,11,66,No,Low,Yes
P2745,2028-10-11,S18,201,68,14,73,Yes,Low,No
P2746,2028-10-12,S7,347,29,2,70,Yes,Low,No
P2747,2028-10-13,S15,20,42,9,66,No,Low,Yes
P2748,2028-10-14,S11,241,18,2,88,No,Low,No
P2749,2028-10-15,S18,454,12,13,69,No,Medium,No
P2750,2028-10-16,S12,450,95,1,88,No,Medium,No
P2751,2028-10-17,S6,108,58,10,68,No,Low,No
P2752,2028-10-18,S20,302,6,2,95,No,High,No
P2753,2028-10-19,S13,83,85,12,69,No,High,No
P2754,2028-10-20,S20,82,105,7,78,No,Medium,No
P2755,2028-10-21,S16,290,82,8,90,Yes,Medium,No
P2756,2028-10-22,S18,451,93,5,76,No,Medium,Yes
P2757,2028-10-23,S10,68,60,6,68,No,High,No
P2758,2028-10-24,S8,128,98,12,92,No,Medium,No
P2759,2028-10-25,S18,195,97,1,93,Yes,High,Yes
P2760,2028-10-26,S1,139,88,6,83,No,Medium,No
P2761,2028-10-27,S8,443,89,12,68,No,High,No
P2762,2028-10-28,S6,282,65,8,66,No,Medium,No
P2763,2028-10-29,S5,311,26,13,75,Yes,Medium,No
P2764,2028-10-30,S15,233,39,3,78,No,High,No
P2765,2028-10-31,S15,22,105,11,98,No,Medium,No
P2766,2028-11-01,S2,152,20,1,65,No,Low,No
P2767,2028-11-02,S1,276,54,11,70,Yes,High,Yes
P2768,2028-11-03,S11,60,117,4,71,No,Medium,Yes
P2769,2028-11-04,S10,318,47,1,72,Yes,High,Yes
P2770,2028-11-05,S18,377,21,14,71,Yes,Medium,No
P2771,2028-11-06,S18,51,84,8,80,No,Low,No
P2772,2028-11-07,S17,343,62,5,69,No,Medium,No
P2773,2028-11-08,S8,152,6,1,79,No,Medium,No
P2774,2028-11-09,S15,236,8,14,95,No,Low,No
P2775,2028-11-10,S8,310,89,8,87,Yes,High,No
P2776,2028-11-11,S17,301,43,9,83,No,Medium,No
P2777,2028-11-12,S12,31,102,10,64,Yes,Medium,No
P2778,2028-11-13,S8,54,98,2,96,No,Low,No
P2779,2028-11-14,S14,351,10,9,71,No,High,No
P2780,2028-11-15,S4,388,85,8,94,No,High,No
P2781,2028-11-16,S1,35,107,7,99,No,Low,No
P2782,2028-11-17,S1,109,93,3,61,No,Low,Yes
P2783,2028-11-18,S19,489,73,2,98,No,Medium,Yes
P2784,2028-11-19,S16,176,73,7,68,Yes,Low,No
P2785,2028-11-20,S14,361,24,5,81,Yes,Low,No
P2786,2028-11-21,S16,313,68,6,64,No,Low,No
P2787,2028-11-22,S5,294,20,4,71,No,High,No
P2788,2028-11-23,S9,335,55,2,60,Yes,Low,No
P2789,2028-11-24,S2,96,109,9,81,Yes,Medium,No
P2790,2028-11-25,S18,368,41,3,97,No,Medium,No
P2791,2028-11-26,S6,212,108,12,78,No,Medium,No
P2792,2028-11-27,S9,316,77,14,75,Yes,Low,No
P2793,2028-11-28,S1,136,73,7,90,Yes,High,Yes
P2794,2028-11-29,S9,5,46,14,62,No,Low,No
P2795,2028-11-30,S16,498,61,8,82,No,Low,No
P2796,2028-12-01,S13,108,70,2,77,Yes,Medium,Yes
P2797,2028-12-02,S9,34,13,14,85,Yes,Low,No
P2798,2028-12-03,S13,38,111,6,72,No,High,No
P2799,2028-12-04,S9,149,104,11,77,No,Medium,Yes
P2800,2028-12-05,S11,424,90,8,62,No,High,Yes
P2801,2028-12-06,S4,117,68,7,82,No,High,No
P2802,2028-12-07,S2,260,90,11,62,Yes,High,No
P2803,2028-12-08,S6,425,26,3,84,No,Low,No
P2804,2028-12-09,S14,86,38,1,86,No,Low,Yes
P2805,2028-12-10,S4,464,59,14,86,Yes,Low,No
P2806,2028-12-11,S6,75,33,6,98,No,Low,No
P2807,2028-12-12,S19,470,42,8,84,No,Medium,No
P2808,2028-12-13,S6,463,114,6,83,Yes,Low,No
P2809,2028-12-14,S2,450,101,5,67,Yes,Medium,Yes
P2810,2028-12-15,S18,413,22,11,68,Yes,High,No
P2811,2028-12-16,S13,312,75,12,96,Yes,Medium,Yes
P2812,2028-12-17,S9,382,69,8,89,No,Low,No
P2813,2028-12-18,S19,213,101,2,78,No,Medium,No
P2814,2028-12-19,S13,456,5,12,75,No,Low,No
P2815,2028-12-20,S11,284,92,1,83,Yes,Low,No
P2816,2028-12-21,S1,238,8,1,80,No,Medium,No
P2817,2028-12-22,S7,164,8,14,95,No,Medium,No
P2818,2028-12-23,S15,86,86,4,99,No,High,No
P2819,2028-12-24,S1,140,31,6,98,Yes,High,No
P2820,2028-12-25,S12,159,47,13,65,Yes,High,No
P2821,2028-12-26,S7,45,63,9,64,Yes,High,Yes
P2822,2028-12-27,S15,371,36,1,73,No,High,Yes
P2823,2028-12-28,S19,494,37,12,63,No,Medium,No
P2824,2028-12-29,S1,111,32,1,67,No,High,Yes
P2825,2028-12-30,S17,406,110,13,83,No,Medium,No
P2826,2028-12-31,S17,44,109,13,70,No,High,Yes
P2827,2029-01-01,S3,400,59,5,76,No,Low,No
P2828,2029-01-02,S12,246,104,10,80,No,High,No
P2829,2029-01-03,S6,103,64,5,85,No,Low,Yes
P2830,2029-01-04,S11,84,74,5,86,Yes,Medium,No
P2831,2029-01-05,S3,449,66,10,75,No,High,No
P2832,2029-01-06,S8,484,84,6,85,Yes,Medium,No
P2833,2029-01-07,S14,133,38,8,92,Yes,High,No
P2834,2029-01-08,S14,107,91,3,90,No,Medium,No
P2835,2029-01-09,S10,17,118,9,65,No,High,Yes
P2836,2029-01-10,S2,93,110,13,67,Yes,High,Yes
P2837,2029-01-11,S14,149,92,1,66,No,Low,Yes
P2838,2029-01-12,S9,245,60,4,93,No,Medium,No
P2839,2029-01-13,S3,288,117,9,73,No,Medium,No
P2840,2029-01-14,S8,413,17,14,75,No,Medium,Yes
P2841,2029-01-15,S16,208,60,8,68,No,Medium,No
P2842,2029-01-16,S2,125,22,10,69,No,Medium,No
